Symbol,Company Name,Industry,Market Cap
CTVA,Corteva,Agricultural Inputs,35651444113
CTXR,Citius Pharmaceuticals,Biotechnology,123289694
CUBE,CubeSmart,REIT - Industrial,8142581690
CUBI,Customers Bancorp,Banks - Regional,1398417135
CUE,Cue Biopharma,Biotechnology,110150775
CUEN,Cuentas,Software - Application,2166461
CUK,Carnival Corporation,Leisure,14100827200
CULL,Cullman Bancorp,Banks - Regional,76409289
CULP,"Culp, Inc.",Textile Manufacturing,68141431
CURI,CuriosityStream,Broadcasting,32879344
CURO,CURO Group Holdings,Credit Services,30941625
CURV,Torrid Holdings,Apparel Retail,279950990
CUTR,Cutera,Medical Devices,61826090
CUZ,Cousins Properties,REIT - Office,3017267120
CVAC,CureVac,Biotechnology,1242550694
CVBF,CVB Financial,Banks - Regional,2456528940
CVCO,Cavco Industries,Residential Construction,2347697821
CVCY,Central Valley Community Bancorp,Banks - Regional,196599936
CVE,Cenovus Energy,Oil & Gas Integrated,36280619818
CVEO,Civeo,Specialty Business Services,326031849
CVGI,Commercial Vehicle Group,Auto Parts,207866736
CVGW,Calavo Growers,Food Distribution,445625999
CVI,CVR Energy,Oil & Gas Refining & Marketing,3281331840
CVII,Churchill Capital Corp VII,Shell Companies,967718354
CVKD,Cadrenal Therapeutics,Biotechnology,5599804
CVLG,Covenant Logistics Group,Trucking,529261096
CVLT,Commvault Systems,Software - Application,2958032274
CVLY,Codorus Valley Bancorp,Banks - Regional,194685524
CVM,CEL-SCI,Biotechnology,94520200
CVNA,Carvana Co.,Internet Retail,5732928000
CVR,Chicago Rivet & Machine Co.,Tools & Accessories,16955617
CVRX,"CVRx, Inc.",Medical Devices,366527496
CVS,CVS Health,Healthcare Plans,90229100000
CVU,CPI Aerostructures,Aerospace & Defense,37664816
CVV,CVD Equipment,Specialty Industrial Machinery,37886118
CVX,Chevron,Oil & Gas Integrated,277809407585
CW,Curtiss-Wright,Aerospace & Defense,7804725250
CWAN,Clearwater Analytics Holdings,Software - Application,4482777600
CWBC,Community West Bancshares,Banks - Regional,114182802
CWBR,CohBar,Biotechnology,2436007
CWCO,Consolidated Water,Utilities - Regulated Water,491962500
CWD,CaliberCos,Asset Management,29749872
CWEN,Clearway Energy,Utilities - Renewable,2630278746
CWEN.A,Clearway Energy,Utilities - Renewable,4524348913
CWH,Camping World Holdings,Auto & Truck Dealerships,852247239
CWK,Cushman & Wakefield,Real Estate Services,1876267326
CWST,Casella Waste Systems,Waste Management,4508352620
CWT,California Water Service Group,Utilities - Regulated Water,3028673280
CX,CEMEX,Building Materials,9692338414
CXAI,CXApp,Software - Application,23714850
CXDO,Crexendo,Telecom Services,41561280
CXM,Sprinklr,Software - Application,3908349228
CXT,"Crane NXT, Co.",Specialty Industrial Machinery,3078959949
CXW,CoreCivic,REIT - Specialty,1510946500
CYAN,Cyanotech,Packaged Foods,4466456
CYBN,Cybin,Biotechnology,187957065
CYBR,CyberArk Software,Software - Infrastructure,7525653369
CYCC,Cyclacel Pharmaceuticals,Biotechnology,7345467
CYCN,Cyclerion Therapeutics,Biotechnology,5925348
CYD,China Yuchai International,Specialty Industrial Machinery,367316117
CYH,Community Health Systems,Medical Care Facilities,341930000
CYN,Cyngn,Software - Application,11388428
CYRX,Cryoport,Integrated Freight & Logistics,493677900
CYT,Cyteir Therapeutics,Biotechnology,107994000
CYTH,Cyclo Therapeutics,Drug Manufacturers - Specialty & Generic,19517947
CYTK,Cytokinetics,Biotechnology,3486647360
CZFS,Citizens Financial Services,Banks - Regional,256106506
CZNC,Citizens & Northern,Banks - Regional,292376898
CZOO,Cazoo Group,Auto & Truck Dealerships,15649699
CZR,Caesars Entertainment,Resorts & Casinos,9558876000
CZWI,Citizens Community Bancorp,Banks - Regional,97458011
D,Dominion Energy,Utilities - Regulated Electric,36491670181
DAC,Danaos,Marine Shipping,1313310480
DADA,Dada Nexus,Internet Retail,1073620460
DAIO,Data I/O,Electronic Components,27237018
DAKT,Daktronics,Electronic Components,437505948
DAL,Delta Air Lines,Airlines,21459490250
DALN,DallasNews,Publishing,23711526
DAN,Dana Incorporated,Auto Parts,1779687540
DAO,Youdao,Education & Training Services,540330900
DAR,Darling Ingredients,Packaged Foods,7212183382
DARE,Daré Bioscience,Biotechnology,38147243
DASH,DoorDash,Internet Content & Information,36376131280
DATS,DatChat,Software - Application,3454836
DAVA,Endava,Software - Infrastructure,3060225490
DAVE,Dave Inc.,Software - Application,67433874
DAWN,Day One Biopharmaceuticals,Biotechnology,1109785688
DB,Deutsche Bank Aktiengesellschaft,Banks - Regional,23066763633
DBD,Diebold Nixdorf,Software - Application,1544000000
DBGI,Digital Brands Group,Apparel Retail,2510699
DBI,Designer Brands,Apparel Retail,630737636
DBRG,DigitalBridge Group,REIT - Diversified,2644876800
DBVT,DBV Technologies,Biotechnology,211470324
DBX,Dropbox,Software - Infrastructure,8809372754
DC,Dakota Gold,Gold,248646882
DCBO,Docebo,Software - Application,1394665189
DCFC,Tritium DCFC,Electrical Equipment & Parts,38033777
DCGO,DocGo,Medical Care Facilities,626867440
DCI,Donaldson Company,Specialty Industrial Machinery,7188250680
DCO,Ducommun,Aerospace & Defense,706625600
DCOM,Dime Community Bancshares,Banks - Regional,809985570
DCPH,Deciphera Pharmaceuticals,Drug Manufacturers - Specialty & Generic,973495714
DCTH,Delcath Systems,Medical Devices,47662680
DD,DuPont de Nemours,Specialty Chemicals,31982779313
DDD,3D Systems,Computer Hardware,585032220
DDI,DoubleDown Interactive Co.,Electronic Gaming & Multimedia,405842346
DDL,Dingdong (Cayman) Limited,Grocery Stores,426158280
DDOG,Datadog,Software - Application,26662920585
DDS,Dillard's,Department Stores,5482597906
DE,Deere & Company,Farm & Heavy Construction Machinery,110073979142
DEA,Easterly Government Properties,REIT - Office,2104372821
DECA,Denali Capital Acquisition,Shell Companies,118614600
DECK,Deckers Outdoor,Footwear & Accessories,15604909950
DEI,Douglas Emmett,REIT - Office,2568177730
DELL,Dell Technologies,Computer Hardware,50285410770
DENN,Denny's,Restaurants,486793118
DEO,Diageo,Beverages - Wineries & Distilleries,89573765332
DERM,Journey Medical,Drug Manufacturers - Specialty & Generic,62561955
DESP,Despegar.com,Travel Services,473624388
DFH,Dream Finders Homes,Residential Construction,2103316633
DFIN,Donnelley Financial Solutions,Capital Markets,1610512524
DFLI,Dragonfly Energy Holdings,Electrical Equipment & Parts,51947235
DFS,Discover Financial Services,Credit Services,21800056440
DG,Dollar General,Discount Stores,26170318240
DGHI,Digihost Technology,Software - Application,39043152
DGICA,Donegal Group,Insurance - Property & Casualty,478620129
DGICB,Donegal Group,Insurance - Property & Casualty,473622618
DGII,Digi International,Communication Equipment,905709492
DGLY,Digital Ally,Security & Protection Services,7478003
DGX,Quest Diagnostics,Diagnostics & Research,15056170850
DH,Definitive Healthcare,Health Information Services,823683730
DHAC,Digital Health Acquisition,Shell Companies,49904622
DHC,Diversified Healthcare Trust,REIT - Healthcare Facilities,587478170
DHCA,DHC Acquisition,Shell Companies,132495960
DHI,D.R. Horton,Residential Construction,40209980469
DHIL,Diamond Hill Investment Group,Asset Management,448818492
DHR,Danaher,Diagnostics & Research,146211480741
DHT,DHT Holdings,Oil & Gas Midstream,1831747830
DHX,DHI Group,Staffing & Employment Services,124034468
DIBS,1stdibs.Com,Internet Retail,163654554
DIN,Dine Brands Global,Restaurants,704854440
DINO,HF Sinclair,Oil & Gas Refining & Marketing,10111602480
DIOD,Diodes,Semiconductors,3232713356
DIS,The Walt Disney Company,Entertainment,155659381878
DISA,Disruptive Acquisition Corporation I,Shell Companies,90819778
DISH,DISH Network,Telecom Services,2965615765
DIST,Distoken Acquisition,Shell Companies,99770880
DIT,AMCON Distributing Company,Food Distribution,118694355
DJCO,Daily Journal,Software - Application,404557644
DK,Delek US Holdings,Oil & Gas Refining & Marketing,1685913579
DKDCA,Data Knights Acquisition,Shell Companies,37540032
DKL,"Delek Logistics Partners, LP",Oil & Gas Midstream,2044192780
DKNG,DraftKings,Gambling,15659156520
DKS,DICK'S Sporting Goods,Specialty Retail,9800612506
DLA,Delta Apparel,Apparel Manufacturing,57201763
DLB,Dolby Laboratories,Information Technology Services,8103678876
DLHC,DLH Holdings,Specialty Business Services,202245000
DLNG,Dynagas LNG Partners LP,Oil & Gas Midstream,94581654
DLO,DLocal,Software - Infrastructure,5319252863
DLPN,Dolphin Entertainment,Entertainment,26888127
DLR,Digital Realty Trust,REIT - Office,40257320907
DLTH,Duluth Holdings,Apparel Retail,174264557
DLTR,Dollar Tree,Discount Stores,25597698100
DLX,Deluxe,Advertising Agencies,808215598
DM,Desktop Metal,Computer Hardware,315413257
DMAC,DiaMedica Therapeutics,Biotechnology,96391476
DMAQ,Deep Medicine Acquisition,Shell Companies,50770234
DMK,DMK Pharmaceuticals,Drug Manufacturers - Specialty & Generic,5486017
DMLP,"Dorchester Minerals,",Oil & Gas E&P,1124162880
DMRC,Digimarc,Information Technology Services,574497650
DMTK,DermTech,Diagnostics & Research,49845068
DMYY,dMY Squared Technology Group,Shell Companies,66223120
DNA,Ginkgo Bioworks Holdings,Biotechnology,3442114113
DNB,Dun & Bradstreet Holdings,Financial Data & Stock Exchanges,4273668824
DNLI,Denali Therapeutics,Biotechnology,2999922260
DNMR,Danimer Scientific,Specialty Chemicals,167337400
DNN,Denison Mines,Uranium,1396601651
DNOW,NOW Inc.,Oil & Gas Equipment & Services,1155766770
DNTH,Dianthus Therapeutics,Biotechnology,169464144
DNUT,Krispy Kreme,Grocery Stores,2237060000
DO,Diamond Offshore Drilling,Oil & Gas Drilling,1371114800
DOC,Physicians Realty Trust,REIT - Healthcare Facilities,2932387617
DOCN,DigitalOcean Holdings,Software - Infrastructure,2199871528
DOCS,Doximity,Health Information Services,4268086865
DOCU,DocuSign,Software - Application,8349693121
DOGZ,Dogness (International),Leisure,12077414
DOLE,Dole plc,Farm Products,1093582080
DOMA,Doma Holdings,Real Estate Services,62481585
DOMH,Dominari Holdings,Biotechnology,10623172
DOMO,"Domo, Inc.",Software - Application,310127169
DOOO,BRP Inc.,Recreational Vehicles,5677720626
DOOR,Masonite International,Building Products & Equipment,1910555222
DORM,Dorman Products,Auto Parts,2145605948
DOUG,Douglas Elliman,Real Estate Services,163083439
DOV,Dover,Specialty Industrial Machinery,18795620400
DOW,Dow Inc.,Chemicals,34880472412
DOX,Amdocs,Software - Infrastructure,9823215780
DOYU,DouYu International Holdings,Internet Content & Information,299311265
DPCS,DP Cap Acquisition Corp I,Shell Companies,105451039
DPRO,Draganfly,Aerospace & Defense,31820498
DPSI,Decisionpoint Systems,Software - Application,39663884
DPZ,Domino's Pizza,Restaurants,12624829140
DQ,Daqo New Energy,Semiconductor Equipment & Materials,2018190428
DRCT,Direct Digital Holdings,Advertising Agencies,38528460
DRD,DRDGOLD,Gold,778926260
DRH,DiamondRock Hospitality Company,REIT - Hotel & Motel,1771348218
DRI,Darden Restaurants,Restaurants,18216769830
DRIO,DarioHealth,Diagnostics & Research,36337098
DRMA,Dermata Therapeutics,Biotechnology,2615005
DRQ,Dril-Quip,Oil & Gas Equipment & Services,786717708
DRRX,DURECT,Drug Manufacturers - Specialty & Generic,75348273
DRS,Leonardo DRS,Aerospace & Defense,5250480000
DRTS,Alpha Tau Medical,Biotechnology,222311040
DRUG,Bright Minds Biosciences,Biotechnology,4979132
DRVN,Driven Brands Holdings,Auto & Truck Dealerships,1975202280
DSAQ,Direct Selling Acquisition,Shell Companies,122758299
DSGN,Design Therapeutics,Biotechnology,122610873
DSGR,Distribution Solutions Group,Industrial Distribution,1130127900
DSGX,The Descartes Systems Group,Software - Application,6211150033
DSKE,Daseke,Trucking,211840860
DSP,Viant Technology,Software - Application,340839424
DSS,"DSS, Inc.",Packaging & Containers,21460392
DSWL,Deswell Industries,Electronic Components,35535496
DSX,Diana Shipping,Marine Shipping,353352580
DT,Dynatrace,Software - Application,13978200637
DTC,Solo Brands,Internet Retail,240503082
DTCK,Davis Commodities,Farm Products,116333250
DTE,DTE Energy Company,Utilities - Regulated Electric,20654711680
DTI,Drilling Tools International,Oil & Gas Equipment & Services,114311424
DTIL,Precision BioSciences,Biotechnology,48974218
DTM,DT Midstream,Oil & Gas Midstream,5477887245
DTSS,Datasea,Software - Infrastructure,6056934
DTST,Data Storage,Information Technology Services,19547042
DUET,DUET Acquisition,Shell Companies,81606680
DUK,Duke Energy,Utilities - Regulated Electric,69579515351
DUNE,Dune Acquisition,Shell Companies,55879574
DUO,Fangdd Network Group,Real Estate Services,3647014
DUOL,Duolingo,Software - Application,6618153942
DUOT,Duos Technologies Group,Software - Application,26239425
DV,DoubleVerify Holdings,Software - Application,4916626345
DVA,DaVita,Medical Care Facilities,7253785000
DVAX,Dynavax Technologies,Drug Manufacturers - Specialty & Generic,1831493340
DVN,Devon Energy,Oil & Gas E&P,30330739515
DWAC,Digital World Acquisition,Shell Companies,552578880
DWSN,Dawson Geophysical Company,Oil & Gas Equipment & Services,41751002
DX,Dynex Capital,REIT - Mortgage,624939380
DXC,DXC Technology Company,Information Technology Services,4575380200
DXCM,DexCom,Medical Devices,37656011599
DXF,Dunxin Financial Holdings,Credit Services,1497092
DXLG,Destination XL Group,Apparel Retail,272961444
DXPE,DXP Enterprises,Industrial Distribution,570561381
DXR,Daxor,Medical Instruments & Supplies,38242714
DXYN,The Dixie Group,Textile Manufacturing,10262622
DY,Dycom Industries,Engineering & Construction,2475738960
DYAI,Dyadic International,Biotechnology,48402648
DYN,Dyne Therapeutics,Biotechnology,505121188
DYNT,Dynatronics,Medical Devices,2142951
DZSI,DZS Inc.,Communication Equipment,45960705
E,Eni S.p.A.,Oil & Gas Integrated,53412834099
EA,Electronic Arts,Electronic Gaming & Multimedia,35107486080
EAC,Edify Acquisition,Shell Companies,85690070
EAF,GrafTech International,Electrical Equipment & Parts,765287840
EAR,Eargo,Medical Devices,53741464
EARN,Ellington Residential Mortgage REIT,REIT - Mortgage,92363982
EAST,Eastside Distilling,Beverages - Wineries & Distilleries,2139138
EAT,Brinker International,Restaurants,1558733904
EB,Eventbrite,Software - Application,825108625
EBAY,eBay Inc.,Internet Retail,21573644456
EBC,Eastern Bankshares,Banks - Regional,2060083267
EBF,Ennis,Business Equipment & Supplies,565620942
EBIX,"Ebix, Inc.",Software - Application,191588680
EBMT,Eagle Bancorp Montana,Banks - Regional,93940409
EBON,Ebang International Holdings,Computer Hardware,51563882
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities - Regulated Electric,16970286543
EBS,Emergent BioSolutions,Drug Manufacturers - Specialty & Generic,125372940
EBTC,Enterprise Bancorp,Banks - Regional,334003250
EC,Ecopetrol,Oil & Gas Integrated,25410058998
ECBK,ECB Bancorp,Banks - Regional,98633938
ECC,Eagle Point Credit Company,Asset Management,622031850
ECL,Ecolab,Specialty Chemicals,49815389384
ECOR,electroCore,Medical Devices,37072399
ECPG,Encore Capital Group,Mortgage Finance,1003988025
ECVT,Ecovyst,Specialty Chemicals,1098786480
ECX,ECARX Holdings,Auto Parts,1521651527
ED,Consolidated Edison,Utilities - Regulated Electric,31067304680
EDAP,EDAP TMS,Medical Devices,262184540
EDBL,Edible Garden AG,Farm Products,3495252
EDIT,Editas Medicine,Biotechnology,678366906
EDN,Empresa Distribuidora y Comercializadora Norte,Utilities - Regulated Electric,1242718451
EDR,Endeavor Group Holdings,Entertainment,7274932442
EDRY,EuroDry,Marine Shipping,41650381
EDSA,Edesa Biotech,Biotechnology,10876579
EDTK,Skillful Craftsman Education Technology,Education & Training Services,15449500
EDU,New Oriental Education & Technology Group,Education & Training Services,10988341680
EDUC,Educational Development,Publishing,8229104
EE,Excelerate Energy,Utilities - Renewable,1664202166
EEFT,Euronet Worldwide,Software - Infrastructure,4012823048
EEIQ,EpicQuest Education Group International,Education & Training Services,10538551
EEX,Emerald Holding,Advertising Agencies,334505108
EFC,Ellington Financial,REIT - Mortgage,873397760
EFHT,EF Hutton Acquisition Corporation I,Shell Companies,71087860
EFOI,Energy Focus,"Furnishings, Fixtures & Appliances",6696983
EFSC,Enterprise Financial Services,Banks - Regional,1393305407
EFSH,1847 Holdings LLC,Conglomerates,1910107
EFTR,eFFECTOR Therapeutics,Biotechnology,32809887
EFX,Equifax,Consulting Services,22312950400
EFXT,Enerflex,Oil & Gas Equipment & Services,538899750
EG,Everest Group,Insurance - Reinsurance,16726794000
EGAN,eGain,Software - Application,204383776
EGBN,Eagle Bancorp,Banks - Regional,693798420
EGGF,EG Acquisition,Shell Companies,105063148
EGHT,"8x8, Inc.",Software - Application,393422880
EGIO,Edgio,Software - Infrastructure,173800749
EGLE,Eagle Bulk Shipping,Marine Shipping,412169915
EGO,Eldorado Gold,Gold,2272110490
EGOX,Next.e.GO,Auto Manufacturers,69926176
EGP,EastGroup Properties,REIT - Industrial,7883580864
EGRX,Eagle Pharmaceuticals,Drug Manufacturers - Specialty & Generic,187272540
EGY,VAALCO Energy,Oil & Gas E&P,477012480
EH,EHang Holdings,Aerospace & Defense,931252350
EHAB,Enhabit,Medical Care Facilities,434383473
EHC,Encompass Health,Medical Care Facilities,6421800170
EHTH,eHealth,Insurance Brokers,241844568
EIG,Employers Holdings,Insurance - Specialty,998734781
EIGR,Eiger BioPharmaceuticals,Biotechnology,17319892
EIX,Edison International,Utilities - Regulated Electric,24549659938
EJH,E-Home Household Service Holdings,Personal Services,30176520
EKSO,Ekso Bionics Holdings,Medical Instruments & Supplies,16654716
EL,The Estée Lauder Companies,Household & Personal Products,39705815884
ELA,Envela,Luxury Goods,101671416
ELAN,Elanco Animal Health,Drug Manufacturers - Specialty & Generic,4734616360
ELBM,Electra Battery Materials,Other Industrial Metals & Mining,27253649
ELDN,Eledon Pharmaceuticals,Biotechnology,28960473
ELEV,Elevation Oncology,Biotechnology,18864228
ELF,e.l.f. Beauty,Household & Personal Products,5291615250
ELIQ,Electriq Power Holdings,Utilities - Renewable,25651554
ELLO,Ellomay Capital,Utilities - Renewable,139836288
ELMD,Electromed,Medical Devices,88806334
ELME,Elme Communities,REIT - Office,1184861774
ELP,Cia Paranaense De Energia Copel,Utilities - Diversified,26194867302
ELS,Equity LifeStyle Properties,REIT - Residential,13269670513
ELSE,Electro-Sensors,Scientific & Technical Instruments,13540336
ELTK,Eltek,Electronic Components,55532084
ELTX,Elicio Therapeutics,Biotechnology,54692724
ELUT,Elutia,Medical Devices,28185294
ELV,Elevance Health,Healthcare Plans,105698659339
ELVA,Electrovaya Inc. Common Shares,Electrical Equipment & Parts,104723880
ELVN,Enliven Therapeutics,Biotechnology,534964300
ELWS,Earlyworks,Software - Application,9023640
ELYM,Eliem Therapeutics,Biotechnology,69890136
EM,Smart Share Global,Personal Services,183821948
EMBC,Embecta,Drug Manufacturers - Specialty & Generic,928891356
EMCG,Embrace Change Acquisition,Shell Companies,88460495
EME,EMCOR Group,Engineering & Construction,9889673768
EMKR,EMCORE,Semiconductors,35463349
EML,The Eastern Company,Tools & Accessories,110480647
EMLD,FTAC Emerald Acquisition,Shell Companies,361836321
EMN,Eastman Chemical Company,Specialty Chemicals,9129056390
EMR,Emerson Electric Co.,Specialty Industrial Machinery,52560857943
EMX,EMX Royalty,Other Industrial Metals & Mining,196031040
ENB,Enbridge,Oil & Gas Midstream,71908034724
ENCP,Energem,Shell Companies,52086455
ENER,Accretion Acquisition,Shell Companies,111610629
ENFN,Enfusion,Software - Application,732967680
ENG,ENGlobal,Engineering & Construction,12065471
ENGN,enGene Holdings,Shell Companies,343052192
ENIC,Enel Chile,Utilities - Regulated Electric,4274489848
ENLC,"EnLink Midstream, LLC",Oil & Gas Midstream,5930249094
ENLT,Enlight Renewable Energy,Utilities - Renewable,1733676470
ENLV,Enlivex Therapeutics,Biotechnology,32361564
ENOV,Enovis,Specialty Industrial Machinery,2564456694
ENPH,Enphase Energy,Solar,11034686956
ENR,Energizer Holdings,Electrical Equipment & Parts,2392609644
ENS,EnerSys,Electrical Equipment & Parts,3710417359
ENSC,Ensysce Biosciences,Biotechnology,2835053
ENSG,The Ensign Group,Medical Care Facilities,5758124400
ENSV,Enservco,Oil & Gas Equipment & Services,9627211
ENTA,Enanta Pharmaceuticals,Biotechnology,197289098
ENTG,Entegris,Semiconductor Equipment & Materials,13848964080
ENTX,Entera Bio,Biotechnology,17660101
ENV,Envestnet,Software - Application,2212997836
ENVA,Enova International,Credit Services,1278683328
ENVB,Enveric Biosciences,Biotechnology,3992895
ENVX,Enovix,Electrical Equipment & Parts,1695745015
ENZ,Enzo Biochem,Diagnostics & Research,67630216
EOG,EOG Resources,Oil & Gas E&P,74622568735
EOLS,Evolus,Drug Manufacturers - Specialty & Generic,451397804
EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,263970150
EP,Empire Petroleum,Oil & Gas E&P,190879920
EPAC,Enerpac Tool Group,Specialty Industrial Machinery,1574269822
EPAM,EPAM Systems,Information Technology Services,13937853850
EPC,Edgewell Personal Care Company,Household & Personal Products,1838374542
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,57855417016
EPIX,ESSA Pharma,Biotechnology,264604800
EPM,Evolution Petroleum,Oil & Gas E&P,215689290
EPOW,Sunrise New Energy Co.,Consulting Services,37788784
EPR,EPR Properties,REIT - Specialty,3518636274
EPRT,Essential Properties Realty Trust,REIT - Diversified,3643160400
EPSN,Epsilon Energy,Oil & Gas E&P,127447600
EQ,Equillium,Biotechnology,17284250
EQBK,Equity Bancshares,Banks - Regional,404748006
EQC,Equity Commonwealth,REIT - Office,2106816000
EQH,Equitable Holdings,Insurance - Diversified,9600781861
EQIX,Equinix,REIT - Specialty,72116079241
EQNR,Equinor ASA,Oil & Gas Integrated,98453308851
EQR,Equity Residential,REIT - Residential,21119663040
EQRX,"EQRx, Inc.",Biotechnology,1203915070
EQS,Equus Total Return,Asset Management,19330883
EQT,EQT Corporation,Oil & Gas E&P,18391412682
EQX,Equinox Gold,Gold,1527181399
ERAS,Erasca,Biotechnology,365524079
ERF,Enerplus,Oil & Gas E&P,3674782400
ERIC,Telefonaktiebolaget LM Ericsson (publ),Communication Equipment,15551099402
ERIE,Erie Indemnity Company,Insurance Brokers,14551232815
ERII,Energy Recovery,Pollution & Treatment Controls,1019831328
ERJ,Embraer,Aerospace & Defense,2879969565
ERNA,Eterna Therapeutics,Biotechnology,7087532
ERO,Ero Copper,Copper,1260224942
ES,Eversource Energy,Utilities - Regulated Electric,19349837867
ESAB,ESAB Corporation,Metal Fabrication,4523673158
ESAC,ESGEN Acquisition,Shell Companies,110633532
ESBA,"Empire State Realty OP,",REIT - Office,2486372343
ESCA,Escalade,Leisure,235036648
ESE,ESCO Technologies,Scientific & Technical Instruments,2582385216
ESEA,Euroseas,Marine Shipping,186436738
ESGL,ESGL Holdings,Waste Management,5973693
ESGR,Enstar Group,Insurance - Diversified,4060913934
ESHA,ESH Acquisition,Shell Companies,148531120
ESI,Element Solutions,Specialty Chemicals,4685410400
ESLA,Estrella Immunopharma,Biotechnology,50337716
ESLT,Elbit Systems,Aerospace & Defense,8445113468
ESMT,EngageSmart,Software - Infrastructure,3834247132
ESNT,Essent Group,Insurance - Specialty,5248831280
ESOA,Energy Services of America,Engineering & Construction,84327048
ESP,Espey Mfg. & Electronics,Electrical Equipment & Parts,46282539
ESPR,Esperion Therapeutics,Drug Manufacturers - Specialty & Generic,110203820
ESQ,Esquire Financial Holdings,Banks - Regional,391377535
ESRT,Empire State Realty Trust,REIT - Diversified,2511330180
ESS,Essex Property Trust,REIT - Residential,14435492432
ESSA,ESSA Bancorp,Banks - Regional,171411776
ESTA,Establishment Labs Holdings,Medical Devices,910139967
ESTC,Elastic,Software - Application,7118653792
ET,Energy Transfer LP,Oil & Gas Midstream,42961384530
ETAO,ETAO International Co.,Health Information Services,15704972
ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",690860960
ETN,Eaton Corporation,Specialty Industrial Machinery,85701210000
ETNB,89bio,Biotechnology,634794335
ETON,Eton Pharmaceuticals,Biotechnology,116722970
ETR,Entergy,Utilities - Regulated Electric,20760750080
ETRN,Equitrans Midstream,Oil & Gas Midstream,3981668516
ETSY,"Etsy, Inc.",Internet Retail,8026663500
ETWO,E2open Parent Holdings,Software - Application,973602656
EU,enCore Energy,Uranium,483109524
EUDA,EUDA Health Holdings,Health Information Services,29060450
EURN,Euronav NV,Oil & Gas Midstream,3660682545
EVA,Enviva,Lumber & Wood Production,343054994
EVAX,Evaxion Biotech,Biotechnology,31770660
EVBG,Everbridge,Software - Application,864942054
EVBN,Evans Bancorp,Banks - Regional,142573340
EVC,Entravision Communications,Broadcasting,419729648
EVCM,EverCommerce,Software - Infrastructure,1811913523
EVE,EVe Mobility Acquisition,Shell Companies,168046464
EVER,EverQuote,Internet Content & Information,262926444
EVEX,Eve Holding,Aerospace & Defense,2007963440
EVGN,Evogene,Biotechnology,29187201
EVGO,"EVgo, Inc.",Specialty Retail,744975593
EVGR,Evergreen,Shell Companies,120371328
EVH,Evolent Health,Health Information Services,3087031440
EVI,EVI Industries,Industrial Distribution,338065332
EVLO,Evelo Biosciences,Biotechnology,8004918
EVLV,Evolv Technologies Holdings,Security & Protection Services,677977436
EVO,Evotec SE,Drug Manufacturers - Specialty & Generic,3331087475
EVOK,Evoke Pharma,Drug Manufacturers - Specialty & Generic,3978253
EVR,Evercore,Capital Markets,5357674280
EVRG,Evergy,Utilities - Regulated Electric,11763039420
EVRI,Everi Holdings,Gambling,1011919500
EVTC,EVERTEC,Software - Infrastructure,2183231802
EVTL,Vertical Aerospace,Aerospace & Defense,204487456
EVTV,Envirotech Vehicles,Auto Manufacturers,22659150
EW,Edwards Lifesciences,Medical Devices,40677952854
EWBC,East West Bancorp,Banks - Diversified,8363237460
EWCZ,European Wax Center,Household & Personal Products,996255362
EWTX,Edgewise Therapeutics,Biotechnology,427715682
EXAI,Exscientia,Biotechnology,721869260
EXAS,Exact Sciences,Diagnostics & Research,12108167764
EXC,Exelon,Utilities - Regulated Electric,40366082964
EXEL,Exelixis,Biotechnology,6686000832
EXFY,Expensify,Software - Application,226175581
EXK,Endeavour Silver,Other Precious Metals & Mining,432801282
EXLS,ExlService Holdings,Information Technology Services,4363900000
EXP,Eagle Materials,Building Materials,5759129452
EXPD,Expeditors International of Washington,Integrated Freight & Logistics,16704965246
EXPE,Expedia Group,Travel Services,16158667910
EXPI,eXp World Holdings,Real Estate Services,2173270200
EXPO,Exponent,Consulting Services,3813667500
EXPR,Express,Apparel Retail,33669618
EXR,Extra Space Storage,REIT - Industrial,23371981735
EXTO,Almacenes Éxito,Department Stores,1125896964
EXTR,Extreme Networks,Communication Equipment,2176104000
EYE,National Vision Holdings,Specialty Retail,1333372068
EYEN,Eyenovia,Biotechnology,54642874
EYPT,EyePoint Pharmaceuticals,Biotechnology,273647850
EZFL,EZFill Holdings,Software - Application,6796759
EZGO,EZGO Technologies,Recreational Vehicles,8002827
EZPW,EZCORP,Credit Services,467558716
F,Ford Motor Company,Auto Manufacturers,41522977014
FA,First Advantage,Specialty Business Services,1933917373
FAF,First American Financial,Insurance - Specialty,5736863600
FAMI,Farmmi,Packaged Foods,7535964
FANG,Diamondback Energy,Oil & Gas E&P,28986397800
FANH,Fanhua,Insurance Brokers,397010152
FARM,Farmer Bros. Co.,Packaged Foods,55777632
FARO,FARO Technologies,Scientific & Technical Instruments,313424730
FAST,Fastenal Company,Industrial Distribution,34170496922
FAT,FAT Brands,Restaurants,105906888
FATBB,FAT Brands,Restaurants,103090164
FATE,Fate Therapeutics,Biotechnology,235564136
FATH,Fathom Digital Manufacturing,Computer Hardware,29074968
FATP,Fat Projects Acquisition,Shell Companies,38058047
FAZE,FaZe Holdings,Internet Content & Information,13411128
FBIN,Fortune Brands Innovations,Building Products & Equipment,7787627200
